Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.956806,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.957287,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,60.081242,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,65.322578,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.565994,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,66.218536,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.696373,162116400
2020-04-13,67.077499,68.425003,66.457497,68.312500,68.005470,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,71.439957,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.787903,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,71.350365,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,70.382233,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.921326,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.790947,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.714760,117057200
2020-04-23,68.967499,70.437500,68.717499,68.757500,68.448463,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,70.424545,126508800
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.474319,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,69.331970,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.609200,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,73.119873,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.942688,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.960594,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,74.055649,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.819695,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.593697,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,77.392960,134048000
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.610764,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.712387,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.774071,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,77.245728,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.789047,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.598282,135372400
2020-05-19,78.757500,79.629997,78.252502,78.285004,78.144112,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.663872,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,79.069939,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.579025,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,79.039993,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,79.384369,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,79.419304,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,79.341949,153598000
2020-06-01,79.437500,80.587502,79.302498,80.462502,80.317688,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.689514,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,81.133713,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,80.434975,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.725845,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,83.214958,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.842720,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,88.051239,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.823860,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.547554,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.593170,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.861580,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.739304,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.774246,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,87.272644,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.556030,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,91.467583,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.852997,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,91.045845,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,88.248390,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,90.282219,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,91.035858,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.863670,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.863670,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,93.294289,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,93.004814,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,95.170906,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.580170,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.747368,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,95.305664,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.882820,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,97.549118,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,96.348778,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,96.154129,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,98.180481,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.825424,103646000
2020-07-22,96.692497,97.974998,96.602501,97.272499,97.097435,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.677902,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,92.448311,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.639359,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,93.084671,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.868950,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,96.016884,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,106.068756,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,108.741440,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,109.467628,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.864410,121992000
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.697502,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,111.112503,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.727501,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,109.375000,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,113.010002,165944800
2020-08-13,114.430000,116.042503,113.927498,115.010002,115.010002,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.907501,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,114.607498,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,115.562500,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.707497,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,118.275002,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,124.370003,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.857498,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.824997,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,126.522499,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,125.010002,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.807503,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,129.039993,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,134.179993,152470100
2020-09-02,137.589996,137.979996,127.000000,131.399994,131.399994,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.879997,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.959999,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,112.820000,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,117.320000,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,113.489998,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,112.000000,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,115.360001,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,115.540001,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,112.129997,154679000
